appid,game,country_code,country,collected_at,currency,price_local,is_free,on_sale,discount_pct,available
546560,Half-Life Alyx,br,Brazil,2026-05-05T19:49:30.300012,BRL,162.0,False,False,0,True
546560,Half-Life Alyx,au,Australia,2026-05-05T19:49:32.167826,AUD,87.95,False,False,0,True
546560,Half-Life Alyx,tr,Turkey,2026-05-05T19:49:34.204960,USD,26.99,False,False,0,True
546560,Half-Life Alyx,in,India,2026-05-05T19:49:35.961826,INR,2400.0,False,False,0,True
1627720,Lies of P,us,United States,2026-05-05T19:49:37.661437,USD,29.99,False,True,50,True
1627720,Lies of P,cn,China,2026-05-05T19:49:39.461187,CNY,149.0,False,True,50,True
1627720,Lies of P,ru,Russia,2026-05-05T19:49:41.197410,RUB,1999.0,False,True,50,True
1627720,Lies of P,de,Germany,2026-05-05T19:49:42.956690,EUR,29.99,False,True,50,True
1627720,Lies of P,gb,United Kingdom,2026-05-05T19:49:44.777814,GBP,24.99,False,True,50,True
1627720,Lies of P,jp,Japan,2026-05-05T19:49:46.885861,JPY,4180.0,False,True,50,True
1627720,Lies of P,br,Brazil,2026-05-05T19:49:49.203099,BRL,124.95,False,True,50,True
1627720,Lies of P,au,Australia,2026-05-05T19:49:50.957811,AUD,44.97,False,True,50,True
1627720,Lies of P,tr,Turkey,2026-05-05T19:49:52.906425,USD,17.99,False,True,50,True
1627720,Lies of P,in,India,2026-05-05T19:49:54.891330,INR,1850.0,False,True,50,True
1426210,It Takes Two,us,United States,2026-05-05T19:49:56.795879,USD,13.99,False,True,65,True
1426210,It Takes Two,cn,China,2026-05-05T19:49:58.561779,CNY,69.3,False,True,65,True
1426210,It Takes Two,ru,Russia,2026-05-05T19:50:00.536637,RUB,,False,False,0,False
1426210,It Takes Two,de,Germany,2026-05-05T19:50:02.421830,EUR,13.99,False,True,65,True
1426210,It Takes Two,gb,United Kingdom,2026-05-05T19:50:04.166201,GBP,12.24,False,True,65,True
1426210,It Takes Two,jp,Japan,2026-05-05T19:50:06.085772,JPY,1505.0,False,True,65,True
1426210,It Takes Two,br,Brazil,2026-05-05T19:50:08.063851,BRL,69.65,False,True,65,True
1426210,It Takes Two,au,Australia,2026-05-05T19:50:10.192358,AUD,17.48,False,True,65,True
1426210,It Takes Two,tr,Turkey,2026-05-05T19:50:12.256352,USD,13.99,False,True,65,True
1426210,It Takes Two,in,India,2026-05-05T19:50:14.418858,INR,769.0,False,True,65,True
